search_count,view_count,wishlist_count,cart_item_count,order_count,avg_order_value,total_spent,promo_keyword_count,membership_points,preferred_genre_count,persona,price_sensitivity,next_best_action,purchase_intent
10,1,4,0,13,212524.52478105473,2665480.0228090687,2,288,1,loyal_member,medium,reengage_catalog,0.99
5,17,1,4,5,210475.91791232832,1381106.804700966,1,145,0,loyal_member,medium,reengage_catalog,0.99
1,11,7,2,12,221176.38133666478,2526171.3884723545,4,382,3,loyal_member,high,reengage_catalog,0.99
4,6,7,3,4,149287.2902337083,995987.3795969961,1,44,0,high_intent_buyer,medium,bundle_related_products,0.9766
8,9,0,1,11,337979.3044864045,3495448.6129955496,0,452,3,loyal_member,low,reengage_catalog,0.99
8,0,1,3,9,238258.4213232507,2138100.1863434613,0,345,2,loyal_member,medium,reengage_catalog,0.969
7,0,3,0,0,157303.83635980557,0.0,3,0,2,deal_hunter,high,push_coupon,0.2568
6,1,0,0,9,213055.06791445668,1817083.2526363453,2,288,3,loyal_member,medium,reengage_catalog,0.99
2,15,7,5,8,139065.70778072294,1308836.2024755338,5,144,3,loyal_member,high,reengage_catalog,0.99
9,18,4,2,2,150570.2592681714,94621.07262984384,4,0,2,deal_hunter,high,push_coupon,0.99
9,15,6,5,9,286562.6832311549,2564613.1074395734,1,327,4,loyal_member,low,reengage_catalog,0.989
5,11,5,3,13,290207.0840256132,3780956.366644542,1,468,3,loyal_member,low,reengage_catalog,0.99
9,8,5,1,6,199136.39624504908,1157562.2628918008,1,66,0,high_intent_buyer,medium,bundle_related_products,0.9635
2,5,6,5,11,181379.00447580245,2045528.4581281608,2,294,2,loyal_member,medium,reengage_catalog,0.9367
1,15,5,2,5,182528.03263791619,990701.4979127116,2,45,4,high_intent_buyer,medium,bundle_related_products,0.99
1,19,3,1,6,122403.51819576301,832155.6741564483,0,92,3,high_intent_buyer,medium,bundle_related_products,0.99
2,6,1,3,4,145344.06244956714,413348.71064935485,4,35,3,deal_hunter,high,push_coupon,0.9318
5,15,2,2,7,224509.13377917896,1557866.7688156692,4,130,4,loyal_member,high,reengage_catalog,0.9467
5,16,2,5,6,170889.2238373788,855407.9416088242,1,57,4,high_intent_buyer,medium,bundle_related_products,0.99
11,6,4,4,0,178729.81176089577,0.0,1,52,0,high_intent_buyer,medium,bundle_related_products,0.99
1,13,4,3,7,221750.8813956697,1528724.4098483115,5,132,0,loyal_member,high,reengage_catalog,0.9686
0,6,4,1,4,195041.41411291168,825102.3522477302,0,149,3,high_intent_buyer,medium,bundle_related_products,0.99
3,15,7,3,12,286284.60014498606,3471968.9108170043,0,468,2,loyal_member,low,reengage_catalog,0.99
11,8,0,1,2,316491.19171992014,573015.171473427,4,57,3,high_intent_buyer,high,bundle_related_products,0.8893
6,0,4,4,5,148925.57396485013,490629.0180272425,3,109,4,deal_hunter,high,push_coupon,0.9298
7,9,3,3,11,113328.31368553695,1390611.396849664,2,105,2,loyal_member,high,reengage_catalog,0.99
11,0,6,4,6,221677.7218514903,1293679.0301880366,1,163,3,loyal_member,medium,reengage_catalog,0.99
4,14,5,4,7,160573.32000989665,1245514.8734821957,1,156,1,loyal_member,medium,reengage_catalog,0.99
10,7,3,3,3,189537.7552336221,717020.5900710331,1,116,3,high_intent_buyer,medium,bundle_related_products,0.981
0,9,6,0,13,274975.9595126211,3424876.0696568275,4,436,1,loyal_member,high,reengage_catalog,0.99
0,5,1,3,10,98116.7396756075,829926.3484563349,3,49,0,high_intent_buyer,high,bundle_related_products,0.99
6,19,5,2,3,262967.48101698625,710043.4113990545,0,138,2,high_intent_buyer,medium,bundle_related_products,0.99
6,18,3,4,13,205582.19907492207,2407033.093841762,3,233,4,loyal_member,high,reengage_catalog,0.99
5,5,4,0,12,197863.91597172944,2422545.0983968643,4,356,4,loyal_member,high,reengage_catalog,0.8941
8,6,0,2,13,237185.69333896987,3126220.4591868566,0,427,4,loyal_member,medium,reengage_catalog,0.9789
2,10,0,2,7,144739.56369018572,1003127.8701282671,4,129,2,high_intent_buyer,high,bundle_related_products,0.99
1,10,0,2,12,206493.51542551434,2444207.1484538903,6,253,1,loyal_member,high,reengage_catalog,0.9891
11,10,3,3,11,143112.7069291091,1419441.3638401623,3,124,1,loyal_member,high,reengage_catalog,0.99
0,4,2,3,3,196798.52042754868,568308.0292376006,3,6,4,high_intent_buyer,high,bundle_related_products,0.9581
9,11,1,3,10,301775.47786140646,3031514.629014899,0,369,1,loyal_member,low,reengage_catalog,0.99
4,9,6,0,5,207510.85829368062,918832.1434860446,0,85,3,high_intent_buyer,medium,bundle_related_products,0.984
2,17,2,1,11,205568.4559750295,2195945.3075670917,0,212,2,loyal_member,medium,reengage_catalog,0.9511
7,18,6,4,1,60633.29435919259,0.0,0,0,4,high_intent_buyer,high,bundle_related_products,0.99
0,7,2,1,7,128548.08502366437,821414.4594473499,0,171,1,high_intent_buyer,medium,bundle_related_products,0.942
5,9,5,0,2,177575.47036978486,146859.3003841941,3,29,0,deal_hunter,high,push_coupon,0.9273
8,3,4,0,9,153439.4305966144,1389937.8098085965,1,202,2,loyal_member,medium,reengage_catalog,0.9812
4,1,4,2,0,72256.5471991041,0.0,4,0,0,deal_hunter,high,push_coupon,0.6357
1,9,0,5,7,149992.71725834603,1101316.382274796,6,172,0,high_intent_buyer,high,bundle_related_products,0.99
0,4,1,0,10,334547.4822400678,3090294.780158182,0,327,0,loyal_member,low,reengage_catalog,0.9565
3,7,7,5,6,153833.79843780605,711735.0871317306,1,18,2,high_intent_buyer,medium,bundle_related_products,0.99
4,3,1,3,4,191734.52285485173,818631.412689471,1,110,0,high_intent_buyer,medium,bundle_related_products,0.9466
3,10,5,1,12,253454.15522097272,2813967.9316041344,3,414,1,loyal_member,high,reengage_catalog,0.9697
4,6,3,5,10,260455.1196581921,2667989.087367668,5,364,3,loyal_member,high,reengage_catalog,0.99
7,18,3,3,2,166334.94857340347,283975.4003599395,2,84,0,high_intent_buyer,medium,bundle_related_products,0.99
7,6,6,5,7,256935.3593078911,1483345.1100397855,2,187,3,loyal_member,medium,reengage_catalog,0.99
8,18,6,2,7,162574.80756175617,1142177.591081654,1,75,3,high_intent_buyer,medium,bundle_related_products,0.9695
2,13,1,3,7,257023.910008292,2013608.0742103367,3,200,1,loyal_member,high,reengage_catalog,0.9816
1,7,3,4,7,127557.09314303621,794010.9469156202,6,90,2,high_intent_buyer,high,bundle_related_products,0.9367
1,15,5,1,11,168241.38974049134,1898031.381485128,4,280,1,loyal_member,high,reengage_catalog,0.9896
7,8,7,1,1,140939.81622237124,83734.99885364564,0,0,2,high_intent_buyer,medium,bundle_related_products,0.9445
11,9,1,2,5,240814.53279428557,1058782.6747987638,1,126,2,high_intent_buyer,medium,bundle_related_products,0.9577
3,10,0,3,2,122666.6504386802,407198.9670704239,0,89,3,high_intent_buyer,medium,bundle_related_products,0.9585
5,3,1,1,3,180032.66910952807,898311.0739548921,2,85,3,high_intent_buyer,medium,bundle_related_products,0.9036
5,5,4,3,6,244145.85685928678,1522731.224650694,3,218,0,loyal_member,high,reengage_catalog,0.99
0,14,4,5,7,267979.5792827418,2030665.1215377743,3,315,3,loyal_member,high,reengage_catalog,0.99
4,15,2,1,13,130163.34657091419,1550141.1019014916,4,196,2,loyal_member,high,reengage_catalog,0.9732
6,15,4,5,6,112663.3124476756,602117.1222187023,2,1,2,high_intent_buyer,high,bundle_related_products,0.99
6,15,4,5,9,194032.11389093992,1635379.1136356678,5,146,2,loyal_member,high,reengage_catalog,0.99
4,0,0,3,1,102055.32387027268,78161.68593883308,5,30,1,deal_hunter,high,push_coupon,0.4368
9,0,0,2,7,179543.3545625672,1320659.994785691,3,100,3,loyal_member,high,reengage_catalog,0.99
0,8,7,1,7,232619.93517489007,1742493.2202153485,3,251,2,loyal_member,high,reengage_catalog,0.99
4,18,0,0,10,165437.5721716724,1683404.745388782,3,232,1,loyal_member,high,reengage_catalog,0.9626
3,7,1,3,0,137922.33059076822,0.0,1,0,2,high_intent_buyer,medium,bundle_related_products,0.9219
10,19,1,4,4,143549.58336042226,510895.3647815289,6,3,2,high_intent_buyer,high,bundle_related_products,0.99
6,19,7,3,10,256440.43174587752,2561243.059885039,6,381,3,loyal_member,high,reengage_catalog,0.9313
5,18,7,4,9,198388.56904042116,1663040.2389445417,0,278,2,loyal_member,medium,reengage_catalog,0.99
4,14,7,3,9,218995.36992780754,1935812.4618400985,5,309,0,loyal_member,high,reengage_catalog,0.99
8,3,7,0,10,242666.37652474502,2039685.4800161358,1,188,3,loyal_member,medium,reengage_catalog,0.99
10,15,1,1,10,164646.90366976016,1734008.6055678958,0,257,3,loyal_member,medium,reengage_catalog,0.9753
0,8,2,0,8,149653.30110744276,1093930.9524663147,3,110,0,high_intent_buyer,high,bundle_related_products,0.9452
3,13,3,1,4,225553.50332757103,853524.3861919174,0,157,1,high_intent_buyer,medium,bundle_related_products,0.9571
8,12,7,1,14,216077.6163080736,2856641.3382151644,3,387,0,loyal_member,high,reengage_catalog,0.99
4,15,5,0,8,181963.72826230002,2008357.2504574694,1,271,3,loyal_member,medium,reengage_catalog,0.9846
11,16,1,2,6,289693.567207459,1719569.5177471933,3,207,4,loyal_member,high,reengage_catalog,0.9839
11,3,4,4,4,132311.6456051537,439694.5390366446,2,47,2,high_intent_buyer,medium,bundle_related_products,0.99
8,1,6,0,8,116963.71173036074,1021030.0172370881,3,139,4,high_intent_buyer,high,bundle_related_products,0.9851
5,5,4,4,13,209823.34144876996,2808287.4848378585,4,350,4,loyal_member,high,reengage_catalog,0.99
0,15,4,5,7,143959.28855436228,836369.9005454129,3,38,1,high_intent_buyer,high,bundle_related_products,0.99
6,8,7,5,13,281247.9153383386,3668897.3070470635,2,534,1,loyal_member,low,upsell_membership,0.99
9,2,0,5,14,199782.24936118978,2680539.701965234,1,347,4,loyal_member,medium,reengage_catalog,0.99
2,1,2,0,2,230264.16054571507,325627.09580955026,0,25,2,category_browser,medium,reengage_catalog,0.3842
2,11,7,3,4,60595.78357864998,328880.654786132,4,0,4,deal_hunter,high,push_coupon,0.99
8,0,1,0,5,236717.04109091987,1128619.4904424876,3,63,3,high_intent_buyer,high,bundle_related_products,0.9456
10,15,1,1,11,207806.10217234516,2506640.296656499,5,304,4,loyal_member,high,reengage_catalog,0.99
0,17,6,2,8,219838.34939445526,2282070.9747099765,5,313,0,loyal_member,high,reengage_catalog,0.9723
10,11,2,0,0,113239.39241852565,144786.9629910215,5,88,0,deal_hunter,high,push_coupon,0.7089
3,1,7,2,0,182977.14858847077,32695.62995343266,5,76,0,deal_hunter,high,push_coupon,0.64
6,16,7,0,0,88335.17347379045,0.0,0,5,3,high_intent_buyer,high,bundle_related_products,0.889
11,15,3,5,10,227544.7223450361,2175075.87530366,3,350,0,loyal_member,high,reengage_catalog,0.9893
7,1,3,5,3,121520.60526523943,521533.46358641156,4,96,2,high_intent_buyer,high,bundle_related_products,0.99
8,4,6,3,13,276549.78966680646,3520460.9955815207,4,421,2,loyal_member,high,reengage_catalog,0.9731
5,2,5,2,0,213688.29789110523,0.0,1,0,0,high_intent_buyer,medium,bundle_related_products,0.8232
2,3,3,4,10,178720.6897141811,1909796.3318378564,1,311,2,loyal_member,medium,reengage_catalog,0.9847
3,4,1,2,1,198882.2560153598,124683.0659677539,5,17,0,deal_hunter,high,push_coupon,0.6365
1,11,4,1,1,177761.6062196731,107064.68105281399,5,0,1,deal_hunter,high,push_coupon,0.8284
7,3,3,4,5,160621.83360548294,697589.5366396916,1,131,3,high_intent_buyer,medium,bundle_related_products,0.99
7,5,6,2,13,182289.99609243017,2371409.418644296,4,275,4,loyal_member,high,reengage_catalog,0.99
5,7,5,0,10,217946.44188873586,2185525.2180056944,5,343,3,loyal_member,high,reengage_catalog,0.99
11,0,2,0,10,233717.43153739325,2250441.3878228124,3,283,3,loyal_member,high,reengage_catalog,0.99
4,11,2,2,8,196405.7628278282,1421930.0145123322,1,142,0,loyal_member,medium,reengage_catalog,0.99
9,18,6,4,1,256029.23434059572,65328.22458989572,2,56,4,high_intent_buyer,medium,bundle_related_products,0.99
3,5,2,1,6,154099.3224145327,929242.2659280429,0,144,4,high_intent_buyer,medium,bundle_related_products,0.9129
10,9,5,2,7,154182.00219436278,1136627.5475792224,3,82,4,high_intent_buyer,high,bundle_related_products,0.9097
7,13,7,3,4,106865.34186454951,441691.0540004837,3,82,2,deal_hunter,high,push_coupon,0.9585
8,16,5,2,9,170367.34735229466,1846056.9286364513,2,256,0,loyal_member,medium,reengage_catalog,0.99
7,3,2,3,14,273280.7292557957,3897659.762502161,6,554,1,loyal_member,high,upsell_membership,0.99
0,0,7,2,1,92503.34254091082,375944.8277387902,4,69,4,deal_hunter,high,push_coupon,0.661
5,9,7,3,13,142158.97855577114,2159228.679249103,5,287,1,loyal_member,high,reengage_catalog,0.99
2,2,6,1,11,189416.12544608754,2181337.6934790043,3,225,4,loyal_member,high,reengage_catalog,0.99
0,5,0,2,14,169225.91817844938,2183258.8190423213,3,206,3,loyal_member,high,reengage_catalog,0.99
8,9,6,3,11,202333.38547411392,2151173.355481077,3,315,2,loyal_member,high,reengage_catalog,0.99
4,15,0,1,11,218462.69560892612,2394213.489097174,4,374,0,loyal_member,high,reengage_catalog,0.99
2,6,5,2,12,200933.55901311294,2272506.330569619,2,321,0,loyal_member,medium,reengage_catalog,0.99
11,15,7,5,6,222093.8394874957,1105086.66139898,5,212,3,high_intent_buyer,high,bundle_related_products,0.9598
11,11,5,4,9,184619.0682843825,1422513.640844438,2,177,2,loyal_member,medium,reengage_catalog,0.9338
0,13,3,5,10,304937.16713407845,3185031.3976603593,0,347,0,loyal_member,low,reengage_catalog,0.99
8,9,1,2,7,66296.268548864,458128.1542526267,1,0,3,high_intent_buyer,high,bundle_related_products,0.99
2,1,3,4,3,242020.12542847317,727137.9017416791,0,34,3,high_intent_buyer,medium,bundle_related_products,0.9838
6,14,3,0,5,310805.782018105,1454535.1515938202,4,102,1,loyal_member,high,reengage_catalog,0.9745
1,3,4,3,14,279747.92542801675,3817754.23539147,5,544,2,loyal_member,high,upsell_membership,0.99
1,17,6,0,10,155064.52420918562,1598314.5504068024,2,168,4,loyal_member,medium,reengage_catalog,0.99
10,9,4,0,10,214173.26467021054,2059072.684786147,4,296,4,loyal_member,high,reengage_catalog,0.99
6,15,0,3,6,192616.32138208527,1165152.8615765143,6,201,1,high_intent_buyer,high,bundle_related_products,0.99
11,14,0,1,6,276775.09981971147,1516093.3929624544,1,143,0,loyal_member,medium,reengage_catalog,0.9604
0,7,3,3,5,56619.87974301433,321566.81537556613,6,18,3,deal_hunter,high,push_coupon,0.9323
11,17,7,1,10,161442.75468067074,1870678.9672699757,0,221,1,loyal_member,medium,reengage_catalog,0.9596
8,9,6,1,8,180686.1621138249,1649047.5147941348,2,215,2,loyal_member,medium,reengage_catalog,0.99
3,4,5,5,11,189110.1765531038,1802001.468080793,4,246,3,loyal_member,high,reengage_catalog,0.99
10,6,3,1,2,164120.98932114246,494522.5561837346,1,80,1,high_intent_buyer,medium,bundle_related_products,0.9627
8,12,7,0,12,259972.27408872312,3166088.6213988783,2,471,1,loyal_member,medium,reengage_catalog,0.94
1,0,0,2,6,196539.29979997507,1002182.59979379,0,155,4,high_intent_buyer,medium,bundle_related_products,0.99
9,6,6,2,3,196059.05017672383,591568.93349215,5,101,0,high_intent_buyer,high,bundle_related_products,0.9832
9,17,3,5,1,209722.55786616652,101316.15580106269,0,0,3,high_intent_buyer,medium,bundle_related_products,0.99
4,9,1,0,6,205431.2112367676,1359227.0965541776,4,239,1,loyal_member,high,reengage_catalog,0.99
5,6,7,0,12,237566.4579912818,2869694.050296415,1,284,0,loyal_member,medium,reengage_catalog,0.99
8,1,6,5,10,224526.05915861495,2228846.8401927766,6,252,3,loyal_member,high,reengage_catalog,0.99
3,9,3,5,11,155609.02356221882,1321565.2729796674,5,152,3,loyal_member,high,reengage_catalog,0.99
5,7,3,4,6,250843.63386442018,1457827.1300472151,2,244,3,loyal_member,medium,reengage_catalog,0.99
11,8,6,2,13,205104.39372423693,2802119.6952772406,2,400,0,loyal_member,medium,reengage_catalog,0.99
5,3,0,2,7,226641.51027709446,1725482.9999767304,5,204,4,loyal_member,high,reengage_catalog,0.99
0,3,6,2,6,182427.63931660762,1085913.8077335805,4,121,2,high_intent_buyer,high,bundle_related_products,0.99
8,5,7,3,11,142289.8400068227,1496050.3584025677,0,147,1,loyal_member,medium,reengage_catalog,0.99
9,8,1,1,6,271239.3442186222,1177460.5463507697,6,208,4,high_intent_buyer,high,bundle_related_products,0.99
9,13,1,0,5,178710.00113373238,1028930.0450135588,0,50,1,high_intent_buyer,medium,bundle_related_products,0.99
4,5,4,0,3,108166.43772060338,42913.89364877896,0,0,4,high_intent_buyer,high,bundle_related_products,0.8674
11,3,1,3,0,45000.0,0.0,2,0,2,high_intent_buyer,high,bundle_related_products,0.805
7,19,3,0,13,213955.9570175526,2774658.685120568,6,342,4,loyal_member,high,reengage_catalog,0.99
1,8,5,1,8,138045.463674462,1263066.803747791,4,164,3,loyal_member,high,reengage_catalog,0.9809
3,7,5,0,0,153877.292596164,0.0,3,0,2,deal_hunter,high,push_coupon,0.5807
9,5,6,3,8,328638.9780686883,2770821.5291339434,2,301,2,loyal_member,low,reengage_catalog,0.99
11,17,1,1,10,194371.73464116704,1872337.2490752093,5,226,2,loyal_member,high,reengage_catalog,0.99
9,5,7,5,7,228940.2110175062,1452251.438426102,2,172,2,loyal_member,medium,reengage_catalog,0.99
6,15,4,2,2,124298.22830989584,135163.01325245702,1,11,4,high_intent_buyer,medium,bundle_related_products,0.9333
0,8,5,3,6,196119.21592968042,1219166.12439056,3,104,3,loyal_member,high,reengage_catalog,0.99
4,18,5,2,0,209351.8078628315,1278.289425270834,0,79,2,high_intent_buyer,medium,bundle_related_products,0.96
4,14,3,1,7,216644.10324941634,1584058.588575905,4,165,2,loyal_member,high,reengage_catalog,0.9671
11,8,6,4,11,266018.3304055631,2784943.1521335784,6,274,3,loyal_member,high,reengage_catalog,0.99
2,6,5,4,13,223513.5734488111,2466378.236438164,0,359,0,loyal_member,medium,reengage_catalog,0.99
5,8,5,1,10,182315.53184403398,1653930.5510606815,3,220,0,loyal_member,high,reengage_catalog,0.9867
5,2,5,4,0,45000.0,0.0,1,0,0,high_intent_buyer,high,bundle_related_products,0.9439
1,18,4,2,10,185112.9434560968,1833216.3410839045,4,278,2,loyal_member,high,reengage_catalog,0.99
3,5,7,4,12,142335.69188207827,1539922.0787076354,4,175,1,loyal_member,high,reengage_catalog,0.99
11,12,2,2,7,283172.1467584076,1884788.8820055958,1,268,2,loyal_member,low,reengage_catalog,0.99
9,4,4,4,4,327161.01915055886,1356824.0354585594,2,237,2,high_intent_buyer,low,bundle_related_products,0.99
4,6,5,5,1,72603.93120935741,328743.9509976921,5,95,1,deal_hunter,high,push_coupon,0.8863
11,5,3,2,7,224325.31960464653,1434273.3703985587,1,108,1,loyal_member,medium,reengage_catalog,0.99
7,17,5,4,10,153238.59436735182,1582492.4408466942,3,258,4,loyal_member,high,reengage_catalog,0.9377
11,11,2,5,7,216859.8396544346,1241917.305557901,0,202,0,loyal_member,medium,reengage_catalog,0.99
0,7,7,5,13,234261.68738221895,3180789.6900533047,2,410,4,loyal_member,medium,reengage_catalog,0.983
11,7,5,0,10,199211.62975184488,2147955.7115599667,1,218,1,loyal_member,medium,reengage_catalog,0.9467
7,9,2,4,5,171380.81734102985,867653.0642497862,2,133,3,high_intent_buyer,medium,bundle_related_products,0.99
5,12,5,0,11,308448.1968854317,3369364.035574219,2,425,0,loyal_member,low,reengage_catalog,0.9448
4,1,1,3,9,162780.25162402645,1586315.0625266526,6,125,2,loyal_member,high,reengage_catalog,0.9783
9,13,5,4,8,117638.50445990621,629539.209168879,1,138,4,high_intent_buyer,high,bundle_related_products,0.9675
11,4,3,5,7,129010.62019277754,1095141.6053350747,1,91,0,high_intent_buyer,medium,bundle_related_products,0.99
0,9,4,1,3,162623.4595207192,626778.6633184245,1,1,1,high_intent_buyer,medium,bundle_related_products,0.99
7,12,4,3,12,198934.56300778873,2713155.2196070347,0,405,2,loyal_member,medium,reengage_catalog,0.99
0,9,4,1,11,175902.88263377984,1899205.3534429406,5,279,1,loyal_member,high,reengage_catalog,0.99
9,3,1,1,2,164758.09349330122,185605.74865554844,2,0,4,high_intent_buyer,medium,bundle_related_products,0.8649
5,0,2,5,4,95651.22406651797,190763.23346367,4,0,1,deal_hunter,high,push_coupon,0.9636
11,9,7,2,8,129559.14889252017,949862.8942704576,4,79,3,high_intent_buyer,high,bundle_related_products,0.9747
11,0,5,2,9,207433.27740061138,2121736.0495686335,5,315,2,loyal_member,high,reengage_catalog,0.99
7,10,0,1,14,174152.2264311557,2301357.583326935,5,344,2,loyal_member,high,reengage_catalog,0.99
5,12,7,2,8,75476.73160035691,615108.1848696293,6,70,3,high_intent_buyer,high,bundle_related_products,0.99
3,12,6,2,6,127085.75784606201,680435.3872048932,2,22,0,high_intent_buyer,medium,bundle_related_products,0.9686
0,0,6,3,4,235824.91900028684,959669.329410565,4,161,0,high_intent_buyer,high,bundle_related_products,0.9887
11,15,1,1,3,210536.6047095964,661552.5320120237,1,69,1,high_intent_buyer,medium,bundle_related_products,0.9324
7,4,6,4,14,302263.8696649016,4400751.75115528,1,612,2,loyal_member,low,upsell_membership,0.9635
9,2,4,4,8,153245.1497082086,1267046.602707886,1,234,3,loyal_member,medium,reengage_catalog,0.99
6,3,5,0,13,200456.9708001413,2484835.0407594265,2,275,2,loyal_member,medium,reengage_catalog,0.99
0,7,3,1,3,211431.06548810867,815088.4595215351,3,57,2,high_intent_buyer,high,bundle_related_products,0.9531
7,19,4,1,5,179404.5443542697,557021.1017868659,3,135,3,high_intent_buyer,high,bundle_related_products,0.9621
4,11,3,2,5,148154.01735637692,636833.1855656182,0,81,3,high_intent_buyer,medium,bundle_related_products,0.9826
8,18,6,1,12,200204.30932492018,2176290.3361793323,2,264,1,loyal_member,medium,reengage_catalog,0.8904
0,11,0,4,13,245891.39942915045,3376870.561900722,4,379,2,loyal_member,high,reengage_catalog,0.99
8,0,7,3,11,125867.36800178903,1451660.6115892336,5,232,1,loyal_member,high,reengage_catalog,0.99
8,16,2,1,6,176379.41662293425,968056.5514892121,4,54,0,high_intent_buyer,high,bundle_related_products,0.99
2,12,6,4,14,222735.7365994529,2975463.1589142596,0,380,1,loyal_member,medium,reengage_catalog,0.988
3,11,6,3,8,102514.26659518201,555869.9735231588,0,113,4,high_intent_buyer,high,bundle_related_products,0.9673
2,5,7,1,9,117365.45099830983,1324198.1281680355,1,169,0,loyal_member,high,reengage_catalog,0.9821
10,4,2,5,10,248587.66957498246,2361596.511172813,4,334,4,loyal_member,high,reengage_catalog,0.9839
3,16,0,5,11,198357.72828292963,2154715.940531401,3,197,3,loyal_member,high,reengage_catalog,0.9245
11,9,5,1,1,152100.32431977245,314323.8177762133,0,43,2,high_intent_buyer,medium,bundle_related_products,0.99
0,6,7,5,7,185304.21262460988,1165241.6150574526,6,162,3,high_intent_buyer,high,bundle_related_products,0.9274
6,7,2,4,3,109487.15681222854,160573.9766904764,0,74,3,high_intent_buyer,high,bundle_related_products,0.99
11,0,5,1,13,174810.81386393288,2277529.132017468,0,206,2,loyal_member,medium,reengage_catalog,0.9888
5,13,4,2,8,132336.47966060106,1186979.1828688802,0,87,4,high_intent_buyer,medium,bundle_related_products,0.99
8,10,3,5,4,219000.0398211202,767681.7036665346,4,133,0,high_intent_buyer,high,bundle_related_products,0.9806
1,17,0,5,10,268136.74365704024,2687614.650260732,3,288,2,loyal_member,high,reengage_catalog,0.99
8,3,6,1,4,134878.30952926382,555466.8983289099,3,146,0,high_intent_buyer,high,bundle_related_products,0.99
1,1,5,0,13,136006.831992793,2092948.4944277657,3,302,4,loyal_member,high,reengage_catalog,0.99
6,8,1,2,9,181098.32702060664,1801997.843157683,0,224,0,loyal_member,medium,reengage_catalog,0.9619
10,1,3,0,6,237329.54243663265,1402292.803772812,3,103,0,loyal_member,high,reengage_catalog,0.9592
1,4,7,4,0,183483.43743410913,0.0,6,41,3,deal_hunter,high,push_coupon,0.928
8,3,3,0,10,244182.28229933468,2409846.173057167,3,376,1,loyal_member,high,reengage_catalog,0.99
10,5,7,2,12,205440.66370851456,2383614.705777618,4,304,0,loyal_member,high,reengage_catalog,0.99
1,9,5,0,5,123487.1200314363,619344.3254686322,1,90,4,high_intent_buyer,medium,bundle_related_products,0.9388
4,8,6,2,7,210374.25615921384,1379608.8360000642,1,156,0,loyal_member,medium,reengage_catalog,0.99
10,7,2,0,10,107500.68338547762,1093037.4259212625,2,78,2,high_intent_buyer,high,bundle_related_products,0.9658
7,17,4,4,12,205416.70551518622,2472460.7610292775,6,375,2,loyal_member,high,reengage_catalog,0.99
8,3,4,4,11,170673.3419715383,1538647.8317476367,6,140,1,loyal_member,high,reengage_catalog,0.9407
9,2,1,4,9,156575.21719356504,1106873.3406822581,3,176,1,high_intent_buyer,high,bundle_related_products,0.99
6,17,3,4,14,196242.2343390346,2594351.9505742663,5,347,1,loyal_member,high,reengage_catalog,0.99
10,1,5,3,1,118372.61823323896,11325.39836542739,4,0,0,deal_hunter,high,push_coupon,0.956
0,19,4,1,14,232593.34646154146,3354948.0892564286,1,498,1,loyal_member,medium,reengage_catalog,0.99
3,12,5,2,2,188126.94478959046,428669.9830625615,2,0,2,high_intent_buyer,medium,bundle_related_products,0.99
5,1,6,3,12,176999.70989088842,2088855.5343838746,6,266,0,loyal_member,high,reengage_catalog,0.9806
3,18,6,2,2,147077.71129239872,59008.95185354861,2,0,1,high_intent_buyer,medium,bundle_related_products,0.9745
4,7,2,4,4,139781.51391235308,489201.68643181206,4,18,1,deal_hunter,high,push_coupon,0.9689
8,0,4,5,10,233085.2501289156,2478955.6407122104,4,340,3,loyal_member,high,reengage_catalog,0.99
1,13,6,1,7,187690.8653574086,1269786.5835239314,6,178,3,loyal_member,high,reengage_catalog,0.9865
3,18,5,3,4,282465.27866621554,1029688.2404932794,2,114,3,high_intent_buyer,low,bundle_related_products,0.9644
10,2,6,5,7,231687.6594819289,1510011.4693631316,6,170,3,loyal_member,high,reengage_catalog,0.99
0,6,4,0,7,172320.47357033106,1374968.7064390506,6,101,3,loyal_member,high,reengage_catalog,0.9538
3,5,5,4,2,241308.1005242126,608246.9701251644,1,125,3,high_intent_buyer,medium,bundle_related_products,0.99
11,3,2,1,0,178775.96959983627,144540.33575692875,5,2,2,deal_hunter,high,push_coupon,0.498
2,11,3,2,12,99814.69788298925,1316279.2081707628,6,182,2,loyal_member,high,reengage_catalog,0.99
3,6,2,4,1,118636.3799262497,0.0,0,19,1,high_intent_buyer,high,bundle_related_products,0.958
1,11,3,4,7,206057.9124454309,1283236.229174856,2,160,4,loyal_member,medium,reengage_catalog,0.99
1,15,5,1,8,240998.77790402374,2211317.8587086,1,249,0,loyal_member,medium,reengage_catalog,0.964
5,2,0,2,14,300401.247266648,4087164.763198878,2,434,0,loyal_member,low,reengage_catalog,0.99
1,12,7,5,4,224355.64217064623,1088070.698706608,5,59,1,high_intent_buyer,high,bundle_related_products,0.99
9,13,2,2,5,214218.81050183726,913901.2111223717,5,110,1,high_intent_buyer,high,bundle_related_products,0.99
9,3,0,0,5,216747.04297417696,1296514.934617834,5,127,4,loyal_member,high,reengage_catalog,0.9547
2,16,3,2,11,158773.31607190944,1749978.1841605906,3,144,2,loyal_member,high,reengage_catalog,0.99
10,3,7,5,9,216319.41743331112,2010711.4984580777,3,240,0,loyal_member,high,reengage_catalog,0.99
7,13,5,0,0,199080.53559812988,50394.76594428622,0,0,4,high_intent_buyer,medium,bundle_related_products,0.9437
5,2,7,3,10,195578.08833517693,1848860.791439038,0,247,4,loyal_member,medium,reengage_catalog,0.99
